starttime	seconds	ctime	dtime	ttime	wait
Tue Apr 24 18:00:09 2012	1335258009	5	0	5	0
Tue Apr 24 18:00:09 2012	1335258009	5	0	5	0
Tue Apr 24 18:00:09 2012	1335258009	6	0	6	0
Tue Apr 24 18:00:09 2012	1335258009	6	0	6	0
Tue Apr 24 18:00:09 2012	1335258009	6	0	6	0
Tue Apr 24 18:00:09 2012	1335258009	7	0	7	2
Tue Apr 24 18:00:09 2012	1335258009	7	0	7	0
Tue Apr 24 18:00:09 2012	1335258009	7	0	7	2
Tue Apr 24 18:00:09 2012	1335258009	7	0	7	0
Tue Apr 24 18:00:09 2012	1335258009	7	0	7	2
Tue Apr 24 18:00:09 2012	1335258009	7	0	7	2
Tue Apr 24 18:00:09 2012	1335258009	7	0	7	0
Tue Apr 24 18:00:09 2012	1335258009	7	0	7	0
Tue Apr 24 18:00:09 2012	1335258009	7	0	7	0
Tue Apr 24 18:00:09 2012	1335258009	7	0	7	0
Tue Apr 24 18:00:09 2012	1335258009	7	0	7	0
Tue Apr 24 18:00:09 2012	1335258009	7	0	7	0
Tue Apr 24 18:00:09 2012	1335258009	7	0	7	0
Tue Apr 24 18:00:09 2012	1335258009	7	0	7	0
Tue Apr 24 18:00:09 2012	1335258009	7	0	7	0
Tue Apr 24 18:00:09 2012	1335258009	7	0	7	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	4	4	8	3
Tue Apr 24 18:00:09 2012	1335258009	8	0	8	0
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	6	2	9	2
Tue Apr 24 18:00:09 2012	1335258009	6	2	9	2
Tue Apr 24 18:00:09 2012	1335258009	6	2	9	2
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	2
Tue Apr 24 18:00:09 2012	1335258009	7	2	9	2
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	2
Tue Apr 24 18:00:09 2012	1335258009	7	2	9	2
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	2
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	7	2	9	2
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	2
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	2
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	7	2	9	2
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	2
Tue Apr 24 18:00:09 2012	1335258009	7	2	9	2
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	2
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	7	2	9	2
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	2
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	2
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	2
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	1
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	1
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	1
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	1
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	1
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	1
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	1
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	1
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	1
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	1
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	0
Tue Apr 24 18:00:09 2012	1335258009	7	2	9	2
Tue Apr 24 18:00:09 2012	1335258009	9	0	9	1
Tue Apr 24 18:00:09 2012	1335258009	5	4	10	4
Tue Apr 24 18:00:09 2012	1335258009	5	4	10	4
Tue Apr 24 18:00:09 2012	1335258009	5	4	10	4
Tue Apr 24 18:00:09 2012	1335258009	10	0	10	0
Tue Apr 24 18:00:09 2012	1335258009	8	2	10	1
Tue Apr 24 18:00:09 2012	1335258009	10	0	10	0
Tue Apr 24 18:00:09 2012	1335258009	8	2	10	1
Tue Apr 24 18:00:09 2012	1335258009	10	0	10	0
Tue Apr 24 18:00:09 2012	1335258009	10	0	10	0
Tue Apr 24 18:00:09 2012	1335258009	10	0	10	1
Tue Apr 24 18:00:09 2012	1335258009	10	0	10	1
Tue Apr 24 18:00:09 2012	1335258009	10	0	10	1
Tue Apr 24 18:00:09 2012	1335258009	10	0	10	1
Tue Apr 24 18:00:09 2012	1335258009	10	0	10	1
Tue Apr 24 18:00:09 2012	1335258009	10	0	10	1
Tue Apr 24 18:00:09 2012	1335258009	10	0	10	1
Tue Apr 24 18:00:09 2012	1335258009	11	0	11	3
Tue Apr 24 18:00:09 2012	1335258009	11	0	11	3
Tue Apr 24 18:00:09 2012	1335258009	11	0	11	3
Tue Apr 24 18:00:09 2012	1335258009	11	0	11	3
Tue Apr 24 18:00:09 2012	1335258009	5	6	11	4
Tue Apr 24 18:00:09 2012	1335258009	11	0	11	3
Tue Apr 24 18:00:09 2012	1335258009	11	0	11	3
Tue Apr 24 18:00:09 2012	1335258009	5	6	11	4
Tue Apr 24 18:00:09 2012	1335258009	5	6	11	4
Tue Apr 24 18:00:09 2012	1335258009	5	6	11	4
Tue Apr 24 18:00:09 2012	1335258009	5	6	11	4
Tue Apr 24 18:00:09 2012	1335258009	11	0	11	3
Tue Apr 24 18:00:09 2012	1335258009	5	6	11	4
Tue Apr 24 18:00:09 2012	1335258009	5	6	11	4
Tue Apr 24 18:00:09 2012	1335258009	11	0	11	3
Tue Apr 24 18:00:09 2012	1335258009	5	6	11	4
Tue Apr 24 18:00:09 2012	1335258009	11	0	11	3
Tue Apr 24 18:00:09 2012	1335258009	5	6	11	4
Tue Apr 24 18:00:09 2012	1335258009	5	6	11	4
Tue Apr 24 18:00:09 2012	1335258009	11	0	11	3
Tue Apr 24 18:00:09 2012	1335258009	11	0	11	3
Tue Apr 24 18:00:09 2012	1335258009	11	0	11	3
Tue Apr 24 18:00:09 2012	1335258009	5	6	11	4
Tue Apr 24 18:00:09 2012	1335258009	11	0	11	2
Tue Apr 24 18:00:09 2012	1335258009	11	0	11	2
Tue Apr 24 18:00:09 2012	1335258009	11	0	11	3
Tue Apr 24 18:00:09 2012	1335258009	11	0	11	2
Tue Apr 24 18:00:09 2012	1335258009	5	6	11	5
